cube/weight,arm/velocity_ratio,arm/acceleration_ratio,belt/speed,dobot/operation,dobot/color,dobot/moving_arm,dobot/moving_belt,dobot/operation,dobot/suction,meross/sample_timestamp,meross/power,meross/current,meross/voltage
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,32:05.4,21.893,0.195,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,32:06.9,16.595,0.154,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,32:07.7,16.671,0.154,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,32:08.5,16.918,0.154,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,32:09.3,16.918,0.155,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,32:10.9,16.975,0.155,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,32:11.6,16.975,0.154,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,32:12.5,16.652,0.154,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,32:13.2,16.652,0.154,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,32:14.8,16.956,0.157,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,32:15.6,16.956,0.157,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,32:16.4,16.861,0.155,235
32.4,50,50,50,go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,32:17.8,16.956,0.155,235
32.4,50,50,50,go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,32:18.6,16.88,0.155,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,32:19.3,16.538,0.155,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,32:20.7,23.108,0.207,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,32:21.5,22.215,0.207,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,32:22.3,22.462,0.199,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,32:23.8,22.272,0.199,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,32:24.5,22.443,0.196,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,32:25.9,21.798,0.196,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,32:26.8,21.798,0.181,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,32:27.5,18.57,0.181,235
32.4,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,32:28.9,17.222,0.153,235
32.4,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,32:29.7,16.633,0.153,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,32:30.5,16.405,0.153,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,32:31.3,16.405,0.152,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,32:32.8,19.348,0.152,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,32:33.6,19.348,0.206,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,32:34.4,22.804,0.206,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,32:35.3,22.121,0.197,235
32.4,50,50,50,go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,32:36.8,22.405,0.197,235
32.4,50,50,50,go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,32:37.6,21.931,0.196,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,32:38.5,21.931,0.196,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,32:39.4,20.753,0.196,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,32:40.3,20.753,0.164,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,32:41.1,17.241,0.164,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,32:42.3,17.013,0.157,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,32:43.8,16.956,0.157,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,32:44.5,16.88,0.156,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,32:45.3,17.051,0.156,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,32:46.8,16.804,0.153,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,32:47.5,17.108,0.153,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,32:48.9,16.994,0.155,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,32:49.7,16.994,0.155,235
32.4,50,50,50,go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,32:50.6,17.013,0.155,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,TRUE,32:51.3,16.823,0.157,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,TRUE,32:52.9,19.386,0.208,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,32:53.7,22.937,0.208,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,32:54.5,22.424,0.208,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,32:55.9,22.576,0.202,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,32:56.7,22.576,0.202,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,32:57.4,22.291,0.198,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,32:58.8,22.026,0.198,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,32:59.7,22.026,0.187,235
32.4,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,33:00.5,17.07,0.187,235
32.4,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,33:01.4,16.652,0.155,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,33:02.2,16.671,0.155,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,33:03.8,16.538,0.153,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,33:04.7,17.734,0.153,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,33:05.5,22.823,0.205,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,33:06.3,22.823,0.205,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,33:07.8,22.443,0.202,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,33:08.6,22.709,0.202,235
32.4,50,50,50,go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,33:09.5,22.671,0.202,235
32.4,50,50,50,go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,33:10.3,22.291,0.199,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,33:11.8,20.867,0.199,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,33:12.5,20.867,0.183,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,33:13.4,17.393,0.183,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,33:14.3,17.393,0.183,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,33:15.7,16.747,0.156,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,33:16.4,16.747,0.156,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,33:17.9,16.918,0.156,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,33:18.7,16.918,0.156,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,33:19.6,16.804,0.155,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,33:20.4,16.671,0.155,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,33:21.9,16.728,0.154,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,33:22.7,16.88,0.154,235
32.4,50,50,50,go_to_pick_down,red,TRUE,FALSE,go_to_pick_down,FALSE,33:23.5,16.88,0.156,235
32.4,50,50,50,go_to_pick_down,red,TRUE,FALSE,go_to_pick_down,FALSE,33:24.4,16.671,0.156,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,TRUE,33:25.9,16.424,0.156,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,33:26.7,22.899,0.156,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,33:27.5,22.007,0.156,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,33:28.2,22.272,0.197,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,33:29.8,22.272,0.198,236.8
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,33:30.7,22.272,0.198,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,33:31.5,21.817,0.198,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,33:32.3,21.665,0.195,235
32.4,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,33:33.9,16.975,0.195,235
32.4,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,33:34.7,16.975,0.154,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,33:35.5,16.424,0.154,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,33:36.3,16.367,0.151,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,33:37.8,16.234,0.151,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,33:38.5,22.823,0.206,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,33:39.4,22.823,0.206,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,33:40.9,21.893,0.198,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,33:41.6,22.386,0.198,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,33:42.4,22.386,0.198,235
32.4,50,50,50,go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,33:43.3,22.329,0.202,235
32.4,50,50,50,go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,33:44.9,21.722,0.195,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,33:45.6,21.931,0.195,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,33:46.6,21.342,0.195,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,33:47.4,17.127,0.157,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,33:48.9,16.861,0.157,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,33:49.9,16.709,0.156,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,33:50.7,16.937,0.156,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,33:51.6,16.937,0.155,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,33:52.4,16.614,0.155,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,33:53.4,16.88,0.155,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,33:54.8,16.918,0.154,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,33:55.6,16.956,0.154,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,33:56.5,16.956,0.156,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,33:57.3,16.709,0.156,235
32.4,50,50,50,go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,33:58.9,17.108,0.157,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,33:59.7,16.671,0.157,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,34:00.4,17.468,0.168,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,34:02.0,22.766,0.168,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,34:02.7,22.064,0.199,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,34:03.5,22.329,0.199,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,34:04.9,22.291,0.2,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,34:05.7,22.291,0.2,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,34:06.4,21.855,0.2,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,34:07.7,21.893,0.196,235
32.4,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,34:08.5,16.766,0.196,235
32.4,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,34:09.4,16.785,0.156,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,34:10.9,16.348,0.156,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,34:11.7,16.405,0.153,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,34:12.5,16.405,0.153,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,34:13.4,16.424,0.194,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,34:14.2,22.937,0.194,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,34:15.8,22.158,0.197,235
32.4,50,50,50,go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,34:16.7,22.462,0.197,235
32.4,50,50,50,go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,34:17.5,22.14,0.197,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,34:18.2,22.045,0.197,236.8
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,34:19.8,21.912,0.181,236.8
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,34:20.6,16.975,0.181,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,34:21.4,16.975,0.181,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,34:23.0,16.899,0.156,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,34:23.8,16.899,0.156,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,34:24.5,16.861,0.156,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,34:25.3,16.88,0.156,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,34:26.9,17.051,0.157,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,34:27.6,16.766,0.157,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,34:28.4,16.766,0.157,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,34:29.5,16.785,0.154,235
32.4,50,50,50,go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,34:30.4,16.899,0.154,235
32.4,50,50,50,go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,34:31.9,16.595,0.156,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,TRUE,34:32.7,16.519,0.156,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,34:33.4,23.032,0.206,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,34:34.3,22.026,0.206,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,34:35.9,22.481,0.202,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,34:36.7,22.405,0.202,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,34:37.5,22.291,0.199,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,34:38.3,21.874,0.199,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,34:39.8,16.861,0.196,235
32.4,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,34:40.5,16.861,0.196,235
32.4,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,34:41.3,16.842,0.196,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,34:42.8,16.595,0.154,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,34:43.7,16.405,0.153,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,34:44.5,16.405,0.153,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,34:45.4,16.424,0.153,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,34:46.9,22.538,0.205,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,34:47.7,22.102,0.205,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,34:48.4,22.5,0.202,235
32.4,50,50,50,go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,34:49.9,22.386,0.198,235
32.4,50,50,50,go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,34:50.6,21.988,0.198,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,34:51.3,21.969,0.198,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,34:52.9,21.874,0.196,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,34:53.6,17.032,0.196,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,34:54.5,16.709,0.155,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,34:55.3,16.709,0.155,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,34:57.0,17.051,0.157,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,34:57.7,17.051,0.157,236.8
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,34:58.3,16.88,0.157,236.8
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,34:59.9,16.956,0.156,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,35:00.7,16.861,0.156,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,35:01.4,16.861,0.156,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,35:03.0,16.823,0.156,235
32.4,50,50,50,go_to_pick_down,red,TRUE,FALSE,go_to_pick_down,FALSE,35:03.8,16.823,0.155,235
32.4,50,50,50,go_to_pick_down,red,TRUE,FALSE,go_to_pick_down,FALSE,35:04.7,17.146,0.155,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,TRUE,35:05.5,16.5,0.152,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,35:06.9,23.032,0.152,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,35:07.7,22.348,0.198,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,35:08.4,22.253,0.198,236.8
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,35:10.0,22.367,0.2,236.8
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,35:10.8,22.121,0.2,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,35:11.5,22.121,0.2,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,35:12.2,21.969,0.195,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,35:13.9,20.639,0.195,235
32.4,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,35:13.9,20.639,0.195,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,35:15.9,16.538,0.159,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,35:16.9,16.481,0.154,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,35:17.6,16.348,0.154,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,35:19.0,22.709,0.166,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,35:19.8,22.861,0.166,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,35:20.6,22.177,0.197,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,35:21.4,22.367,0.197,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,35:22.2,22.367,0.197,235
32.4,50,50,50,go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,35:23.1,22.557,0.2,235
32.4,50,50,50,go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,35:24.9,22.31,0.195,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,35:25.7,21.779,0.195,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,35:26.5,21.741,0.195,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,35:27.3,16.88,0.155,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,35:28.9,16.709,0.155,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,35:29.8,16.633,0.155,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,35:30.6,16.633,0.155,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,35:31.4,16.69,0.155,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,35:33.0,16.785,0.155,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,35:33.8,16.804,0.155,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,35:34.7,16.728,0.155,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,35:35.5,16.766,0.155,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,35:37.0,16.69,0.155,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,35:37.9,16.69,0.155,235
32.4,50,50,50,go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,35:38.6,16.899,0.156,235
32.4,50,50,50,go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,35:39.4,16.69,0.156,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,35:40.9,16.367,0.153,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,35:41.6,22.956,0.153,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,35:42.4,21.969,0.197,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,35:43.5,22.291,0.197,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,35:44.2,22.083,0.197,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,35:45.4,22.083,0.199,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,35:46.9,21.741,0.195,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,35:47.8,21.741,0.195,235
